# Downloaded at 2023-07-16
# Used for testing (calculation validation)
# Source: https://www.waveformlighting.com/tech/black-body-and-reconstituted-daylight-locus-coordinates-by-cct-csv-excel-format
# Source: https://www.waveformlighting.com/files/blackBodyLocus_1.txt

# CCT	x (black body)	y (black body)	u' (black body)	v' (black body)	y (daylight)	y (TM30)

1061	0.644181331488693	0.351924971997789	0.434176834714376	0.533692520401241		0.351924971997789
1062	0.644041681026623	0.352044228604223	0.433957644813969	0.533719555482511		0.352044228604223
1063	0.643902057950503	0.352163382153608	0.433738693959852	0.533746534875878		0.352163382153608
1064	0.643762462297130	0.352282432487931	0.433519981971407	0.533773458584598		0.352282432487931
1065	0.643622894102904	0.352401379449962	0.433301508667241	0.533800326612157		0.352401379449962
1066	0.643483353403837	0.352520222883247	0.433083273865188	0.533827138962267		0.352520222883247
1067	0.643343840235551	0.352638962632109	0.432865277382327	0.533853895638869		0.352638962632109
1068	0.643204354633281	0.352757598541643	0.432647519034980	0.533880596646128		0.352757598541643
1069	0.643064896631884	0.352876130457716	0.432429998638726	0.533907241988433		0.352876130457716
1070	0.642925466265835	0.352994558226964	0.432212716008408	0.533933831670399		0.352994558226964
1071	0.642786063569236	0.353112881696790	0.431995670958138	0.533960365696859		0.353112881696790
1072	0.642646688575815	0.353231100715361	0.431778863301305	0.533986844072873		0.353231100715361
1073	0.642507341318932	0.353349215131609	0.431562292850588	0.534013266803717		0.353349215131609
1074	0.642368021831581	0.353467224795225	0.431345959417954	0.534039633894887		0.353467224795225
1075	0.642228730146392	0.353585129556659	0.431129862814674	0.534065945352099		0.353585129556659
1076	0.642089466295636	0.353702929267119	0.430914002851328	0.534092201181284		0.353702929267119
1077	0.641950230311227	0.353820623778564	0.430698379337809	0.534118401388590		0.353820623778564
1078	0.641811022224727	0.353938212943708	0.430482992083335	0.534144545980381		0.353938212943708
1079	0.641671842067343	0.354055696616016	0.430267840896451	0.534170634963233		0.354055696616016
1080	0.641532689869940	0.354173074649700	0.430052925585044	0.534196668343938		0.354173074649700
1081	0.641393565663033	0.354290346899719	0.429838245956342	0.534222646129496		0.354290346899719
1082	0.641254469476800	0.354407513221775	0.429623801816927	0.534248568327122		0.354407513221775
1083	0.641115401341078	0.354524573472313	0.429409592972737	0.534274434944239		0.354524573472313
1084	0.640976361285368	0.354641527508520	0.429195619229078	0.534300245988479		0.354641527508520
1085	0.640837349338838	0.354758375188318	0.428981880390629	0.534326001467683		0.354758375188318
1086	0.640698365530329	0.354875116370367	0.428768376261448	0.534351701389898		0.354875116370367
1087	0.640559409888352	0.354991750914062	0.428555106644979	0.534377345763379		0.354991750914062
1088	0.640420482441096	0.355108278679530	0.428342071344060	0.534402934596583		0.355108278679530
1089	0.640281583216425	0.355224699527626	0.428129270160930	0.534428467898173		0.355224699527626
1090	0.640142712241891	0.355341013319936	0.427916702897234	0.534453945677016		0.355341013319936
1091	0.640003869544724	0.355457219918772	0.427704369354030	0.534479367942180		0.355457219918772
1092	0.639865055151847	0.355573319187168	0.427492269331799	0.534504734702933		0.355573319187168
1093	0.639726269089869	0.355689310988885	0.427280402630447	0.534530045968747		0.355689310988885
1094	0.639587511385094	0.355805195188400	0.427068769049313	0.534555301749290		0.355805195188400
1095	0.639448782063520	0.355920971650912	0.426857368387178	0.534580502054429		0.355920971650912
1096	0.639310081150845	0.356036640242335	0.426646200442267	0.534605646894231		0.356036640242335
1097	0.639171408672468	0.356152200829298	0.426435265012260	0.534630736278955		0.356152200829298
1098	0.639032764653491	0.356267653279144	0.426224561894297	0.534655770219060		0.356267653279144
1099	0.638894149118725	0.356382997459925	0.426014090884981	0.534680748725196		0.356382997459925
1100	0.638755562092687	0.356498233240403	0.425803851780389	0.534705671808211		0.356498233240403
1101	0.638617003599607	0.356613360490050	0.425593844376075	0.534730539479141		0.356613360490050
1102	0.638478473663432	0.356728379079039	0.425384068467078	0.534755351749219		0.356728379079039
1103	0.638339972307823	0.356843288878248	0.425174523847929	0.534780108629863		0.356843288878248
1104	0.638201499556163	0.356958089759260	0.424965210312654	0.534804810132688		0.356958089759260
1105	0.638063055431557	0.357072781594352	0.424756127654781	0.534829456269493		0.357072781594352
1106	0.637924639956836	0.357187364256503	0.424547275667349	0.534854047052267		0.357187364256503
1107	0.637786253154556	0.357301837619388	0.424338654142911	0.534878582493187		0.357301837619388
1108	0.637647895047006	0.357416201557374	0.424130262873541	0.534903062604616		0.357416201557374
1109	0.637509565656207	0.357530455945522	0.423922101650838	0.534927487399103		0.357530455945522
1110	0.637371265003916	0.357644600659585	0.423714170265937	0.534951856889382		0.357644600659585
1111	0.637232993111626	0.357758635576001	0.423506468509510	0.534976171088369		0.357758635576001
1112	0.637094750000572	0.357872560571899	0.423298996171770	0.535000430009166		0.357872560571899
1113	0.636956535691731	0.357986375525092	0.423091753042485	0.535024633665056		0.357986375525092
1114	0.636818350205828	0.358100080314074	0.422884738910976	0.535048782069502		0.358100080314074
1115	0.636680193563332	0.358213674818025	0.422677953566126	0.535072875236150		0.358213674818025
1116	0.636542065784464	0.358327158916802	0.422471396796384	0.535096913178824		0.358327158916802
1117	0.636403966889197	0.358440532490941	0.422265068389774	0.535120895911526		0.358440532490941
1118	0.636265896897262	0.358553795421653	0.422058968133895	0.535144823448439		0.358553795421653
1119	0.636127855828145	0.358666947590826	0.421853095815932	0.535168695803919		0.358666947590826
1120	0.635989843701090	0.358779988881019	0.421647451222660	0.535192512992502		0.358779988881019
1121	0.635851860535109	0.358892919175462	0.421442034140444	0.535216275028897		0.358892919175462
1122	0.635713906348972	0.359005738358057	0.421236844355255	0.535239981927990		0.359005738358057
1123	0.635575981161222	0.359118446313370	0.421031881652664	0.535263633704838		0.359118446313370
1124	0.635438084990166	0.359231042926635	0.420827145817856	0.535287230374672		0.359231042926635
1125	0.635300217853888	0.359343528083751	0.420622636635631	0.535310771952897		0.359343528083751
1126	0.635162379770241	0.359455901671277	0.420418353890410	0.535334258455087		0.359455901671277
1127	0.635024570756858	0.359568163576434	0.420214297366241	0.535357689896987		0.359568163576434
1128	0.634886790831148	0.359680313687103	0.420010466846803	0.535381066294513		0.359680313687103
1129	0.634749040010301	0.359792351891821	0.419806862115412	0.535404387663748		0.359792351891821
1130	0.634611318311292	0.359904278079781	0.419603482955027	0.535427654020944		0.359904278079781
1131	0.634473625750879	0.360016092140831	0.419400329148250	0.535450865382522		0.360016092140831
1132	0.634335962345610	0.360127793965470	0.419197400477339	0.535474021765068		0.360127793965470
1133	0.634198328111819	0.360239383444847	0.418994696724208	0.535497123185332		0.360239383444847
1134	0.634060723065635	0.360350860470763	0.418792217670433	0.535520169660233		0.360350860470763
1135	0.633923147222980	0.360462224935663	0.418589963097254	0.535543161206850		0.360462224935663
1136	0.633785600599571	0.360573476732641	0.418387932785587	0.535566097842430		0.360573476732641
1137	0.633648083210926	0.360684615755431	0.418186126516021	0.535588979584378		0.360684615755431
1138	0.633510595072361	0.360795641898413	0.417984544068829	0.535611806450265		0.360795641898413
1139	0.633373136198996	0.360906555056605	0.417783185223970	0.535634578457819		0.360906555056605
1140	0.633235706605755	0.361017355125666	0.417582049761090	0.535657295624932		0.361017355125666
1141	0.633098306307369	0.361128042001892	0.417381137459536	0.535679957969655		0.361128042001892
1142	0.632960935318378	0.361238615582215	0.417180448098352	0.535702565510195		0.361238615582215
1143	0.632823593653132	0.361349075764200	0.416979981456288	0.535725118264921		0.361349075764200
1144	0.632686281325795	0.361459422446047	0.416779737311803	0.535747616252356		0.361459422446047
1145	0.632548998350348	0.361569655526583	0.416579715443070	0.535770059491183		0.361569655526583
1146	0.632411744740584	0.361679774905269	0.416379915627983	0.535792448000238		0.361679774905269
1147	0.632274520510120	0.361789780482192	0.416180337644156	0.535814781798512		0.361789780482192
1148	0.632137325672390	0.361899672158065	0.415980981268933	0.535837060905154		0.361899672158065
1149	0.632000160240656	0.362009449834224	0.415781846279389	0.535859285339463		0.362009449834224
1150	0.631863024228000	0.362119113412632	0.415582932452335	0.535881455120893		0.362119113412632
1151	0.631725917647334	0.362228662795871	0.415384239564326	0.535903570269049		0.362228662795871
1152	0.631588840511398	0.362338097887142	0.415185767391659	0.535925630803687		0.362338097887142
1153	0.631451792832764	0.362447418590267	0.414987515710381	0.535947636744717		0.362447418590267
1154	0.631314774623834	0.362556624809682	0.414789484296294	0.535969588112195		0.362556624809682
1155	0.631177785896849	0.362665716450441	0.414591672924959	0.535991484926329		0.362665716450441
1156	0.631040826663882	0.362774693418211	0.414394081371698	0.536013327207474		0.362774693418211
1157	0.630903896936848	0.362883555619269	0.414196709411600	0.536035114976136		0.362883555619269
1158	0.630766996727502	0.362992302960505	0.413999556819524	0.536056848252964		0.362992302960505
1159	0.630630126047439	0.363100935349419	0.413802623370105	0.536078527058756		0.363100935349419
1160	0.630493284908101	0.363209452694114	0.413605908837758	0.536100151414457		0.363209452694114
1161	0.630356473320773	0.363317854903304	0.413409412996679	0.536121721341154		0.363317854903304
1162	0.630219691296590	0.363426141886305	0.413213135620852	0.536143236860080		0.363426141886305
1163	0.630082938846536	0.363534313553037	0.413017076484051	0.536164697992614		0.363534313553037
1164	0.629946215981448	0.363642369814021	0.412821235359850	0.536186104760274		0.363642369814021
1165	0.629809522712012	0.363750310580378	0.412625612021615	0.536207457184724		0.363750310580378
1166	0.629672859048772	0.363858135763827	0.412430206242521	0.536228755287766		0.363858135763827
1167	0.629536225002129	0.363965845276687	0.412235017795545	0.536249999091348		0.363965845276687
1168	0.629399620582342	0.364073439031867	0.412040046453481	0.536271188617554		0.364073439031867
1169	0.629263045799529	0.364180916942875	0.411845291988932	0.536292323888610		0.364180916942875
1170	0.629126500663671	0.364288278923810	0.411650754174322	0.536313404926881		0.364288278923810
1171	0.628989985184613	0.364395524889361	0.411456432781897	0.536334431754868		0.364395524889361
1172	0.628853499372065	0.364502654754808	0.411262327583729	0.536355404395214		0.364502654754808
1173	0.628717043235604	0.364609668436019	0.411068438351720	0.536376322870695		0.364609668436019
1174	0.628580616784675	0.364716565849448	0.410874764857605	0.536397187204226		0.364716565849448
1175	0.628444220028595	0.364823346912134	0.410681306872958	0.536417997418857		0.364823346912134
1176	0.628307852976552	0.364930011541702	0.410488064169191	0.536438753537773		0.364930011541702
1177	0.628171515637608	0.365036559656356	0.410295036517562	0.536459455584293		0.365036559656356
1178	0.628035208020701	0.365142991174883	0.410102223689176	0.536480103581872		0.365142991174883
1179	0.627898930134645	0.365249306016649	0.409909625454993	0.536500697554094		0.365249306016649
1180	0.627762681988133	0.365355504101598	0.409717241585824	0.536521237524680		0.365355504101598
1181	0.627626463589738	0.365461585350251	0.409525071852339	0.536541723517481		0.365461585350251
1182	0.627490274947916	0.365567549683702	0.409333116025072	0.536562155556479		0.365567549683702
1183	0.627354116071005	0.365673397023623	0.409141373874425	0.536582533665786		0.365673397023623
1184	0.627217986967229	0.365779127292254	0.408949845170663	0.536602857869647		0.365779127292254
1185	0.627081887644697	0.365884740412408	0.408758529683928	0.536623128192434		0.365884740412408
1186	0.626945818111408	0.365990236307467	0.408567427184237	0.536643344658648		0.365990236307467
1187	0.626809778375248	0.366095614901381	0.408376537441483	0.536663507292918		0.366095614901381
1188	0.626673768443999	0.366200876118667	0.408185860225447	0.536683616120001		0.366200876118667
1189	0.626537788325330	0.366306019884407	0.407995395305793	0.536703671164782		0.366306019884407
1190	0.626401838026807	0.366411046124246	0.407805142452073	0.536723672452270		0.366411046124246
1191	0.626265917555892	0.366515954764394	0.407615101433733	0.536743620007602		0.366515954764394
1192	0.626130026919943	0.366620745731619	0.407425272020115	0.536763513856039		0.366620745731619
1193	0.625994166126217	0.366725418953251	0.407235653980459	0.536783354022966		0.366725418953251
1194	0.625858335181873	0.366829974357176	0.407046247083907	0.536803140533893		0.366829974357176
1195	0.625722534093967	0.366934411871841	0.406857051099507	0.536822873414452		0.366934411871841
1196	0.625586762869461	0.367038731426244	0.406668065796215	0.536842552690399		0.367038731426244
1197	0.625451021515223	0.367142932949939	0.406479290942897	0.536862178387612		0.367142932949939
1198	0.625315310038024	0.367247016373034	0.406290726308336	0.536881750532090		0.367247016373034
1199	0.625179628444543	0.367350981626188	0.406102371661231	0.536901269149953		0.367350981626188
1200	0.625043976741368	0.367454828640607	0.405914226770203	0.536920734267441		0.367454828640607
1201	0.624908354934997	0.367558557348051	0.405726291403795	0.536940145910914		0.367558557348051
1202	0.624772763031838	0.367662167680825	0.405538565330478	0.536959504106852		0.367662167680825
1203	0.624637201038215	0.367765659571778	0.405351048318651	0.536978808881853		0.367765659571778
1204	0.624501668960362	0.367869032954306	0.405163740136648	0.536998060262633		0.367869032954306
1205	0.624366166804432	0.367972287762349	0.404976640552738	0.537017258276025		0.367972287762349
1206	0.624230694576494	0.368075423930387	0.404789749335126	0.537036402948980		0.368075423930387
1207	0.624095252282533	0.368178441393442	0.404603066251961	0.537055494308563		0.368178441393442
1208	0.623959839928456	0.368281340087076	0.404416591071335	0.537074532381958		0.368281340087076
1209	0.623824457520089	0.368384119947388	0.404230323561288	0.537093517196461		0.368384119947388
1210	0.623689105063183	0.368486780911013	0.404044263489809	0.537112448779485		0.368486780911013
1211	0.623553782563408	0.368589322915124	0.403858410624839	0.537131327158556		0.368589322915124
1212	0.623418490026363	0.368691745897425	0.403672764734275	0.537150152361313		0.368691745897425
1213	0.623283227457570	0.368794049796155	0.403487325585974	0.537168924415510		0.368794049796155
1214	0.623147994862478	0.368896234550085	0.403302092947752	0.537187643349010		0.368896234550085
1215	0.623012792246468	0.368998300098513	0.403117066587386	0.537206309189791		0.368998300098513
1216	0.622877619614847	0.369100246381270	0.402932246272626	0.537224921965940		0.369100246381270
1217	0.622742476972853	0.369202073338712	0.402747631771186	0.537243481705656		0.369202073338712
1218	0.622607364325659	0.369303780911721	0.402563222850751	0.537261988437248		0.369303780911721
1219	0.622472281678369	0.369405369041706	0.402379019278985	0.537280442189134		0.369405369041706
1220	0.622337229036024	0.369506837670598	0.402195020823522	0.537298842989843		0.369506837670598
1221	0.622202206403596	0.369608186740852	0.402011227251983	0.537317190868009		0.369608186740852
1222	0.622067213785999	0.369709416195442	0.401827638331964	0.537335485852377		0.369709416195442
1223	0.621932251188082	0.369810525977865	0.401644253831051	0.537353727971798		0.369810525977865
1224	0.621797318614634	0.369911516032133	0.401461073516814	0.537371917255232		0.369911516032133
1225	0.621662416070387	0.370012386302779	0.401278097156814	0.537390053731742		0.370012386302779
1226	0.621527543560011	0.370113136734848	0.401095324518603	0.537408137430499		0.370113136734848
1227	0.621392701088120	0.370213767273904	0.400912755369727	0.537426168380781		0.370213767273904
1228	0.621257888659272	0.370314277866023	0.400730389477729	0.537444146611966		0.370314277866023
1229	0.621123106277971	0.370414668457791	0.400548226610156	0.537462072153542		0.370414668457791
1230	0.620988353948665	0.370514938996308	0.400366266534550	0.537479945035096		0.370514938996308
1231	0.620853631675750	0.370615089429183	0.400184509018459	0.537497765286320		0.370615089429183
1232	0.620718939463572	0.370715119704533	0.400002953829442	0.537515532937011		0.370715119704533
1233	0.620584277316425	0.370815029770983	0.399821600735062	0.537533248017065		0.370815029770983
1234	0.620449645238554	0.370914819577663	0.399640449502894	0.537550910556480		0.370914819577663
1235	0.620315043234153	0.371014489074209	0.399459499900529	0.537568520585358		0.371014489074209
1236	0.620180471307372	0.371114038210760	0.399278751695570	0.537586078133898		0.371114038210760
1237	0.620045929462313	0.371213466937958	0.399098204655641	0.537603583232402		0.371213466937958
1238	0.619911417703034	0.371312775206945	0.398917858548386	0.537621035911270		0.371312775206945
1239	0.619776936033547	0.371411962969364	0.398737713141471	0.537638436201002		0.371411962969364
1240	0.619642484457822	0.371511030177355	0.398557768202586	0.537655784132197		0.371511030177355
1241	0.619508062979786	0.371609976783557	0.398378023499449	0.537673079735550		0.371609976783557
1242	0.619373671603326	0.371708802741106	0.398198478799807	0.537690323041858		0.371708802741106
1243	0.619239310332287	0.371807508003630	0.398019133871440	0.537707514082010		0.371807508003630
1244	0.619104979170477	0.371906092525254	0.397839988482157	0.537724652886995		0.371906092525254
1245	0.618970678121664	0.372004556260593	0.397661042399808	0.537741739487898		0.372004556260593
1246	0.618836407189579	0.372102899164755	0.397482295392277	0.537758773915898		0.372102899164755
1247	0.618702166377918	0.372201121193338	0.397303747227489	0.537775756202271		0.372201121193338
1248	0.618567955690339	0.372299222302428	0.397125397673410	0.537792686378387		0.372299222302428
1249	0.618433775130471	0.372397202448600	0.396947246498053	0.537809564475709		0.372397202448600
1250	0.618299624701903	0.372495061588915	0.396769293469473	0.537826390525796		0.372495061588915
1251	0.618165504408195	0.372592799680920	0.396591538355776	0.537843164560300		0.372592799680920
1252	0.618031414252876	0.372690416682644	0.396413980925115	0.537859886610964		0.372690416682644
1253	0.617897354239444	0.372787912552602	0.396236620945700	0.537876556709624		0.372787912552602
1254	0.617763324371366	0.372885287249788	0.396059458185790	0.537893174888209		0.372885287249788
1255	0.617629324652080	0.372982540733679	0.395882492413702	0.537909741178738		0.372982540733679
1256	0.617495355084999	0.373079672964230	0.395705723397812	0.537926255613321		0.373079672964230
1257	0.617361415673506	0.373176683901875	0.395529150906553	0.537942718224161		0.373176683901875
1258	0.617227506420959	0.373273573507525	0.395352774708423	0.537959129043546		0.373273573507525
1259	0.617093627330691	0.373370341742566	0.395176594571981	0.537975488103859		0.373370341742566
1260	0.616959778406011	0.373466988568860	0.395000610265854	0.537991795437567		0.373466988568860
1261	0.616825959650203	0.373563513948742	0.394824821558733	0.538008051077229		0.373563513948742
1262	0.616692171066529	0.373659917845020	0.394649228219382	0.538024255055491		0.373659917845020
1263	0.616558412658231	0.373756200220971	0.394473830016633	0.538040407405086		0.373756200220971
1264	0.616424684428527	0.373852361040346	0.394298626719394	0.538056508158835		0.373852361040346
1265	0.616290986380617	0.373948400267360	0.394123618096645	0.538072557349646		0.373948400267360
1266	0.616157318517680	0.374044317866701	0.393948803917443	0.538088555010513		0.374044317866701
1267	0.616023680842879	0.374140113803520	0.393774183950924	0.538104501174514		0.374140113803520
1268	0.615890073359356	0.374235788043435	0.393599757966304	0.538120395874815		0.374235788043435
1269	0.615756496070240	0.374331340552527	0.393425525732880	0.538136239144666		0.374331340552527
1270	0.615622948978640	0.374426771297343	0.393251487020033	0.538152031017401		0.374426771297343
1271	0.615489432087652	0.374522080244888	0.393077641597228	0.538167771526438		0.374522080244888
1272	0.615355945400357	0.374617267362632	0.392903989234021	0.538183460705280		0.374617267362632
1273	0.615222488919822	0.374712332618502	0.392730529700051	0.538199098587510		0.374712332618502
1274	0.615089062649101	0.374807275980884	0.392557262765050	0.538214685206797		0.374807275980884
1275	0.614955666591238	0.374902097418621	0.392384188198842	0.538230220596891		0.374902097418621
1276	0.614822300749260	0.374996796901016	0.392211305771345	0.538245704791623		0.374996796901016
1277	0.614688965126190	0.375091374397822	0.392038615252570	0.538261137824906		0.375091374397822
1278	0.614555659725035	0.375185829879250	0.391866116412626	0.538276519730734		0.375185829879250
1279	0.614422384548798	0.375280163315961	0.391693809021722	0.538291850543183		0.375280163315961
1280	0.614289139600468	0.375374374679072	0.391521692850165	0.538307130296405		0.375374374679072
1281	0.614155924883031	0.375468463940146	0.391349767668363	0.538322359024636		0.375468463940146
1282	0.614022740399464	0.375562431071199	0.391178033246829	0.538337536762188		0.375562431071199
1283	0.613889586152737	0.375656276044693	0.391006489356178	0.538352663543454		0.375656276044693
1284	0.613756462145815	0.375749998833540	0.390835135767134	0.538367739402904		0.375749998833540
1285	0.613623368381658	0.375843599411097	0.390663972250528	0.538382764375087		0.375843599411097
1286	0.613490304863220	0.375937077751164	0.390492998577298	0.538397738494628		0.375937077751164
1287	0.613357271593455	0.376030433827990	0.390322214518495	0.538412661796230		0.376030433827990
1288	0.613224268575310	0.376123667616262	0.390151619845280	0.538427534314673		0.376123667616262
1289	0.613091295811733	0.376216779091112	0.389981214328931	0.538442356084812		0.376216779091112
1290	0.612958353305667	0.376309768228112	0.389810997740837	0.538457127141580		0.376309768228112
1291	0.612825441060057	0.376402635003272	0.389640969852507	0.538471847519982		0.376402635003272
1292	0.612692559077846	0.376495379393043	0.389471130435565	0.538486517255102		0.376495379393043
1293	0.612559707361978	0.376588001374313	0.389301479261755	0.538501136382094		0.376588001374313
1294	0.612426885915397	0.376680500924406	0.389132016102944	0.538515704936192		0.376680500924406
1295	0.612294094741049	0.376772878021079	0.388962740731118	0.538530222952697		0.376772878021079
1296	0.612161333841883	0.376865132642526	0.388793652918388	0.538544690466989		0.376865132642526
1297	0.612028603220849	0.376957264767375	0.388624752436989	0.538559107514518		0.376957264767375
1298	0.611895902880902	0.377049274374683	0.388456039059284	0.538573474130807		0.377049274374683
1299	0.611763232825000	0.377141161443941	0.388287512557760	0.538587790351452		0.377141161443941
1300	0.611630593056105	0.377232925955066	0.388119172705037	0.538602056212118		0.377232925955066
1301	0.611497983577187	0.377324567888407	0.387951019273862	0.538616271748546		0.377324567888407
1302	0.611365404391217	0.377416087224740	0.387783052037115	0.538630436996544		0.377416087224740
1303	0.611232855501178	0.377507483945268	0.387615270767808	0.538644551991991		0.377507483945268
1304	0.611100336910054	0.377598758031618	0.387447675239086	0.538658616770838		0.377598758031618
1305	0.610967848620841	0.377689909465843	0.387280265224233	0.538672631369104		0.377689909465843
1306	0.610835390636541	0.377780938230419	0.387113040496665	0.538686595822878		0.377780938230419
1307	0.610702962960165	0.377871844308245	0.386946000829939	0.538700510168318		0.377871844308245
1308	0.610570565594732	0.377962627682639	0.386779145997748	0.538714374441650		0.377962627682639
1309	0.610438198543273	0.378053288337342	0.386612475773928	0.538728188679169		0.378053288337342
1310	0.610305861808828	0.378143826256513	0.386445989932455	0.538741952917236		0.378143826256513
1311	0.610173555394446	0.378234241424729	0.386279688247447	0.538755667192282		0.378234241424729
1312	0.610041279303189	0.378324533826985	0.386113570493168	0.538769331540803		0.378324533826985
1313	0.609909033538131	0.378414703448691	0.385947636444023	0.538782945999362		0.378414703448691
1314	0.609776818102358	0.378504750275671	0.385781885874568	0.538796510604589		0.378504750275671
1315	0.609644632998968	0.378594674294166	0.385616318559504	0.538810025393178		0.378594674294166
1316	0.609512478231074	0.378684475490828	0.385450934273678	0.538823490401891		0.378684475490828
